1410;r6s;true;;31/12/1969
16429;1n9h;true;;31/12/1969
28349;72;true;;31/12/1969
31585;g5;true;;31/12/1969
5451;i2s;true;;01/01/1970
3050;x;true;;31/12/1969
5909;2o;true;;31/12/1969
3067;wk3;true;;01/01/1970
8528;gjq5;true;;31/12/1969
19452;4;true;;01/01/1970
17189;d;true;;01/01/1970
21561;23e9;true;;01/01/1970
15437;x1;true;;31/12/1969
27792;13;true;;31/12/1969
25827;t2i0;true;;01/01/1970
5657;2k7;true;;01/01/1970
24089;hkw;true;;31/12/1969
8920;y20v7;true;;31/12/1969
30406;63k16;true;;01/01/1970
11563;lc;true;;01/01/1970
3207;o8;true;;01/01/1970
28766;ynv4;true;;01/01/1970
10591;caw;true;;31/12/1969
10592;5b10z;true;;01/01/1970
21549;zt6;true;;01/01/1970
21922;acc75;true;;31/12/1969
9706;75;true;;01/01/1970
4168;dx615;true;;01/01/1970
17216;f;true;;01/01/1970
24231;8g;true;;01/01/1970
84;e3e8;true;;01/01/1970
8800;84;true;;01/01/1970
8479;0;true;;31/12/1969
26662;04;true;;31/12/1969
32005;fcik;true;;01/01/1970
32491;9;true;;31/12/1969
23817;7ok1;true;;01/01/1970
29842;19u;true;;01/01/1970
14989;93n4;true;;01/01/1970
30548;wua9;true;;31/12/1969
23219;63f84;true;;31/12/1969
28337;uh0;true;;01/01/1970
2281;11q26;true;;31/12/1969
11246;6;true;;31/12/1969
18348;4181;true;;31/12/1969
14714;7;true;;31/12/1969
21946;4oh;true;;31/12/1969
20046;l;true;;31/12/1969
8273;t23;true;;31/12/1969
1623;33bh2;true;;31/12/1969
21768;kwt21;true;;31/12/1969
5078;k;true;;31/12/1969
30329;75;true;;01/01/1970
16425;r0k;true;;31/12/1969
8483;005l0;true;;01/01/1970
30854;3zgh;true;;01/01/1970
9948;dnn;true;;31/12/1969
5870;ekwz2;true;;31/12/1969
7843;34179;true;;01/01/1970
4028;x;true;;31/12/1969
31271;el72;true;;01/01/1970
6296;u8x51;true;;31/12/1969
19866;1;true;;01/01/1970
10048;1014;true;;01/01/1970
4400;459;true;;01/01/1970
25020;c02e;true;;31/12/1969
13813;3e;true;;31/12/1969
7337;h;true;;31/12/1969
31317;r9;true;;01/01/1970
9322;x5w;true;;01/01/1970
17577;112d9;true;;31/12/1969
21799;4w;true;;01/01/1970
238;1cw0;true;;31/12/1969
12636;u9qv;true;;01/01/1970
28371;m91;true;;31/12/1969
2910;1gob;true;;01/01/1970
14642;v1;true;;01/01/1970
19607;6h13;true;;01/01/1970
15696;y;true;;31/12/1969
24693;hh3c4;true;;31/12/1969
28597;03p0;true;;01/01/1970
19329;oy8;true;;01/01/1970
5601;war7o;true;;31/12/1969
11150;7c4;true;;31/12/1969
9566;znf;true;;31/12/1969
18908;gyfu;true;;31/12/1969
15172;ke2q;true;;01/01/1970
19160;d044;true;;01/01/1970
29568;gzmd1;true;;31/12/1969
6323;4;true;;01/01/1970
4034;1;true;;31/12/1969
7348;ax8i;true;;31/12/1969
6296;426ik;true;;31/12/1969
28833;1k8q2;true;;01/01/1970
30456;i;true;;01/01/1970
9504;0;true;;31/12/1969
29174;6k93;true;;01/01/1970
12268;518;true;;01/01/1970
9064;hxu1;true;;01/01/1970
15078;8086;true;;01/01/1970
356;0;true;;31/12/1969
1251;2412;true;;31/12/1969
3364;1;true;;31/12/1969
13002;1;true;;01/01/1970
3672;605;true;;31/12/1969
26522;fr;true;;01/01/1970
24075;l3;true;;31/12/1969
28132;10;true;;01/01/1970
17501;xo75;true;;01/01/1970
7741;i;true;;31/12/1969
19584;381;true;;01/01/1970
32326;s73;true;;31/12/1969
12532;le;true;;31/12/1969
1845;fz2;true;;01/01/1970
16732;n1;true;;01/01/1970
10819;s;true;;01/01/1970
3945;hq;true;;31/12/1969
21384;vc9;true;;31/12/1969
10471;3500;true;;01/01/1970
21525;z;true;;01/01/1970
27209;h1o8e;true;;01/01/1970
711;a;true;;31/12/1969
25230;4;true;;01/01/1970
26364;cl0;true;;01/01/1970
1471;e99ux;true;;01/01/1970
11960;0;true;;01/01/1970
25643;4;true;;31/12/1969
7314;5;true;;31/12/1969
14434;s60;true;;31/12/1969
30468;fow3;true;;31/12/1969
32168;n8q8;true;;01/01/1970
6227;cj;true;;01/01/1970
20749;v;true;;01/01/1970
7341;3m61;true;;01/01/1970
5004;z929;true;;31/12/1969
15104;wl4;true;;31/12/1969
2557;42mnf;true;;31/12/1969
26352;i;true;;01/01/1970
12562;b91;true;;01/01/1970
19880;92;true;;31/12/1969
6238;ig;true;;31/12/1969
13431;30m5d;true;;31/12/1969
22493;m5d9u;true;;01/01/1970
28748;s5q;true;;31/12/1969
8372;qhr0a;true;;31/12/1969
8186;4859;true;;31/12/1969
14849;wk11f;true;;31/12/1969
2231;3p9a;true;;01/01/1970
18136;je1;true;;31/12/1969
20698;3g;true;;01/01/1970
16550;w7;true;;01/01/1970
15116;165;true;;31/12/1969
27631;dy;true;;31/12/1969
4598;0;true;;01/01/1970
30303;e50;true;;31/12/1969
22656;7l;true;;01/01/1970
3985;6qv7;true;;31/12/1969
29875;zi1et;true;;31/12/1969
14962;1;true;;01/01/1970
21208;5;true;;01/01/1970
11549;l;true;;31/12/1969
27849;f;true;;01/01/1970
11398;xl;true;;01/01/1970
21288;g;true;;31/12/1969
17103;w;true;;01/01/1970
20040;d3om;true;;31/12/1969
23202;p285q;true;;31/12/1969
3847;gb;true;;31/12/1969
8652;o;true;;31/12/1969
24690;p;true;;31/12/1969
23186;0mz;true;;31/12/1969
32011;90;true;;31/12/1969
23140;xw8f;true;;31/12/1969
12258;5b8g;true;;01/01/1970
31468;1e4f;true;;31/12/1969
29072;11d45;true;;31/12/1969
13734;d;true;;31/12/1969
23919;2;true;;31/12/1969
30939;08n2;true;;01/01/1970
29644;t9hb;true;;31/12/1969
32117;x33f;true;;31/12/1969
7761;0kok;true;;31/12/1969
10373;i6;true;;01/01/1970
2823;6;true;;31/12/1969
26051;rg;true;;01/01/1970
5326;q569;true;;31/12/1969
8484;yg;true;;31/12/1969
32626;p;true;;01/01/1970
19080;6s;true;;31/12/1969
30700;or;true;;31/12/1969
32393;r8w4;true;;31/12/1969
25745;0j;true;;31/12/1969
7512;cx3b;true;;31/12/1969
28950;9g51z;true;;01/01/1970
10817;qxgjp;true;;01/01/1970
25676;a80s4;true;;31/12/1969
30705;68;true;;31/12/1969
23677;ij;true;;01/01/1970
26114;4;true;;01/01/1970
11968;2675;true;;01/01/1970
21589;1nl1;true;;01/01/1970
27863;d9304;true;;31/12/1969
28586;1v9;true;;31/12/1969
24496;o6i3;true;;01/01/1970
5703;ch;true;;31/12/1969
25004;u9;true;;31/12/1969
6057;ld;true;;31/12/1969
18486;ol;true;;31/12/1969
12422;9306;true;;31/12/1969
14601;9k;true;;31/12/1969
4361;3yhz1;true;;31/12/1969
376;d43;true;;01/01/1970
17351;k;true;;31/12/1969
21650;5;true;;01/01/1970
2384;dv0;true;;01/01/1970
15150;4p0;true;;31/12/1969
24115;89;true;;31/12/1969
11679;4j;true;;31/12/1969
12624;ip1l;true;;01/01/1970
1155;756;true;;01/01/1970
23627;j;true;;31/12/1969
19213;6her;true;;01/01/1970
18421;5qi2i;true;;01/01/1970
15455;h164;true;;31/12/1969
10245;bu5;true;;31/12/1969
46;m09yi;true;;31/12/1969
3093;763c;true;;31/12/1969
16127;6;true;;01/01/1970
19036;usyhz;true;;31/12/1969
19776;q5tc;true;;31/12/1969
29503;4;true;;31/12/1969
14911;0135d;true;;01/01/1970
16021;12926;true;;31/12/1969
2256;fwe1;true;;31/12/1969
10593;g;true;;01/01/1970
29441;65i;true;;01/01/1970
6277;zv61r;true;;31/12/1969
31834;6bmt;true;;31/12/1969
646;x;true;;31/12/1969
2229;1z74;true;;01/01/1970
17055;3as;true;;01/01/1970
32564;k;true;;31/12/1969
11522;l8i;true;;31/12/1969
16885;1pz;true;;01/01/1970
25715;6;true;;01/01/1970
926;gcw;true;;31/12/1969
19362;96;true;;31/12/1969
19761;7;true;;31/12/1969
17551;2y3w;true;;31/12/1969
5610;4;true;;01/01/1970
7547;596y;true;;01/01/1970
594;osd38;true;;31/12/1969
4683;pg;true;;01/01/1970
30821;k9q;true;;31/12/1969
19433;9;true;;31/12/1969
11209;0v73x;true;;01/01/1970
29132;5o;true;;31/12/1969
14812;mm;true;;01/01/1970
18924;9;true;;31/12/1969
27753;735;true;;31/12/1969
25685;29;true;;01/01/1970
3223;0d;true;;01/01/1970
22031;5q4w;true;;31/12/1969
8001;37z;true;;31/12/1969
13917;u8;true;;01/01/1970
16203;4r3;true;;01/01/1970
985;0460;true;;31/12/1969
31912;wl1;true;;31/12/1969
29179;9n6x;true;;01/01/1970
9025;44fo;true;;01/01/1970
11626;dl4;true;;31/12/1969
31882;e0y;true;;31/12/1969
22990;0q4;true;;31/12/1969
9938;k0q;true;;31/12/1969
28291;9q;true;;01/01/1970
9607;edp;true;;01/01/1970
3256;sus;true;;01/01/1970
11503;v0f68;true;;01/01/1970
19605;g2qo;true;;31/12/1969
24348;hzq;true;;01/01/1970
15734;zx;true;;31/12/1969
26992;z;true;;01/01/1970
23764;0n;true;;01/01/1970
10600;8;true;;31/12/1969
23624;u;true;;31/12/1969
31996;4;true;;31/12/1969
27095;rfz;true;;31/12/1969
21497;c903;true;;31/12/1969
24830;61w;true;;31/12/1969
25468;0z024;true;;31/12/1969
20560;y47;true;;01/01/1970
24853;d6;true;;31/12/1969
30175;7;true;;01/01/1970
10735;20p62;true;;31/12/1969
25025;sb2q5;true;;01/01/1970
11742;au;true;;31/12/1969
14744;ppurh;true;;01/01/1970
13996;n;true;;01/01/1970
31038;m;true;;01/01/1970
447;8m58;true;;31/12/1969
11272;1;true;;31/12/1969
22559;92vz;true;;01/01/1970
22503;2;true;;01/01/1970
12868;d4;true;;01/01/1970
12284;yl;true;;31/12/1969
11723;11;true;;01/01/1970
31366;kla5;true;;31/12/1969
31016;m610;true;;01/01/1970
16438;k;true;;31/12/1969
8840;d7i;true;;31/12/1969
1049;cjo9j;true;;01/01/1970
12394;g3;true;;01/01/1970
32224;0;true;;01/01/1970
6953;743;true;;01/01/1970
25905;og;true;;31/12/1969
3794;76fg;true;;31/12/1969
27004;q3v;true;;31/12/1969
961;6s2w3;true;;01/01/1970
19497;i4jn0;true;;31/12/1969
32569;1644;true;;01/01/1970
4372;9i;true;;01/01/1970
19464;pv;true;;01/01/1970
9369;01q;true;;01/01/1970
30777;3748;true;;01/01/1970
16081;8ku;true;;31/12/1969
266;3013n;true;;01/01/1970
25330;m;true;;31/12/1969
18489;4jrr9;true;;31/12/1969
3653;po;true;;31/12/1969
29214;4;true;;01/01/1970
4560;a;true;;31/12/1969
508;d286o;true;;31/12/1969
23013;2e;true;;01/01/1970
18042;0qns6;true;;31/12/1969
24075;q591;true;;31/12/1969
12139;a1b;true;;31/12/1969
20555;o9;true;;31/12/1969
22912;9n33;true;;31/12/1969
1383;iv;true;;01/01/1970
16451;69;true;;31/12/1969
26251;830ox;true;;01/01/1970
13710;z;true;;01/01/1970
25108;14fw2;true;;01/01/1970
891;669;true;;31/12/1969
7669;lnj37;true;;31/12/1969
28168;a08;true;;31/12/1969
32590;1o6jx;true;;01/01/1970
14124;0;true;;31/12/1969
32573;n;true;;01/01/1970
5646;91;true;;31/12/1969
26352;c3;true;;31/12/1969
6654;3;true;;31/12/1969
18123;35;true;;01/01/1970
8662;1jx;true;;31/12/1969
18856;2c72;true;;31/12/1969
15184;6n61;true;;01/01/1970
19489;ilw;true;;31/12/1969
4821;1m5a6;true;;01/01/1970
20852;qf;true;;01/01/1970
15070;0;true;;01/01/1970
28923;35;true;;01/01/1970
4846;s9cjq;true;;01/01/1970
24471;296;true;;31/12/1969
28947;4g6s;true;;31/12/1969
27098;39;true;;01/01/1970
5259;29nfs;true;;01/01/1970
32119;ay64n;true;;01/01/1970
2839;31;true;;31/12/1969
20190;r16vm;true;;31/12/1969
22616;ps804;true;;01/01/1970
27790;p;true;;01/01/1970
20973;f3n8;true;;31/12/1969
8263;i;true;;31/12/1969
6333;1r;true;;31/12/1969
21335;8;true;;01/01/1970
16688;40aku;true;;01/01/1970
19898;c;true;;31/12/1969
21936;ut;true;;31/12/1969
16556;755b;true;;31/12/1969
13902;w6g2;true;;31/12/1969
11165;1c;true;;01/01/1970
26227;k13;true;;01/01/1970
21132;y8;true;;01/01/1970
10747;1xp6;true;;01/01/1970
4333;k;true;;01/01/1970
11894;6aqgv;true;;01/01/1970
10195;0l;true;;31/12/1969
9733;h0;true;;31/12/1969
10912;t8960;true;;31/12/1969
23791;z;true;;31/12/1969
12726;470;true;;31/12/1969
28691;p2am3;true;;01/01/1970
19202;6;true;;31/12/1969
5825;7zksw;true;;31/12/1969
28273;yj0x;true;;01/01/1970
8581;e7w6;true;;01/01/1970
31633;2d73n;true;;31/12/1969
22314;v13o;true;;01/01/1970
19602;5vcu;true;;01/01/1970
4339;8o;true;;31/12/1969
7332;yi168;true;;01/01/1970
24525;2l;true;;01/01/1970
31509;p8fp;true;;31/12/1969
25153;v;true;;01/01/1970
16634;8;true;;31/12/1969
22769;uj;true;;31/12/1969
26633;ul63;true;;31/12/1969
8201;je4;true;;31/12/1969
23187;zu6;true;;31/12/1969
8445;65;true;;01/01/1970
19399;q;true;;01/01/1970
15393;94a7f;true;;01/01/1970
23227;373;true;;31/12/1969
20771;6vdv5;true;;01/01/1970
4493;2ns7;true;;01/01/1970
16619;6116;true;;31/12/1969
12180;9;true;;01/01/1970
26769;6;true;;31/12/1969
7152;i;true;;01/01/1970
16207;lg8;true;;01/01/1970
10309;n0g3;true;;01/01/1970
6408;00ra4;true;;01/01/1970
3086;r3c;true;;01/01/1970
26807;v7;true;;31/12/1969
7729;k;true;;01/01/1970
10850;44h6;true;;01/01/1970
31626;4f1;true;;01/01/1970
8435;nm;true;;01/01/1970
26521;l65f2;true;;31/12/1969
26015;6;true;;31/12/1969
2248;tlk6m;true;;01/01/1970
17859;hc;true;;31/12/1969
8360;7480;true;;01/01/1970
5467;2197;true;;01/01/1970
23803;oj01;true;;31/12/1969
9105;2cn8;true;;31/12/1969
10218;x1ry;true;;01/01/1970
21367;ig1j;true;;01/01/1970
30417;5ir53;true;;01/01/1970
5094;zc7z;true;;01/01/1970
27683;x;true;;01/01/1970
22984;1c1yo;true;;31/12/1969
6207;4;true;;31/12/1969
7838;668na;true;;31/12/1969
18332;jlt3a;true;;01/01/1970
3623;5u46z;true;;31/12/1969
14287;0g;true;;01/01/1970
7594;9nc4;true;;01/01/1970
29370;5w95;true;;31/12/1969
7490;3e;true;;31/12/1969
18794;1w5r;true;;31/12/1969
20921;bf;true;;31/12/1969
30861;85c3;true;;31/12/1969
7791;4nb5;true;;01/01/1970
1783;o9oi;true;;01/01/1970
4504;6;true;;01/01/1970
6716;gv;true;;01/01/1970
23217;1;true;;31/12/1969
16072;l;true;;31/12/1969
26360;02eu;true;;31/12/1969
19613;ke6s;true;;31/12/1969
31407;0i;true;;01/01/1970
17379;2;true;;01/01/1970
26956;3v0r;true;;01/01/1970
7761;92t0;true;;01/01/1970
30541;t7i;true;;01/01/1970
30560;269;true;;01/01/1970
25278;xz;true;;31/12/1969
4460;6mr0a;true;;31/12/1969
3405;f2;true;;31/12/1969
22194;4u8t;true;;01/01/1970
32219;j;true;;01/01/1970
9803;kj5e;true;;31/12/1969
14474;7699m;true;;31/12/1969
24127;2e1b8;true;;31/12/1969
25687;7;true;;31/12/1969
19817;h3qs;true;;31/12/1969
28258;i8c;true;;31/12/1969
22926;l1;true;;01/01/1970
20175;49r10;true;;31/12/1969
19267;8;true;;31/12/1969
3859;f9;true;;31/12/1969
14497;mq;true;;01/01/1970
24328;y;true;;31/12/1969
26160;sc3mi;true;;01/01/1970
25259;89t;true;;31/12/1969
23159;j;true;;31/12/1969
30170;4x9;true;;01/01/1970
24753;071u5;true;;01/01/1970
30611;i606;true;;31/12/1969
22977;5eg26;true;;01/01/1970
16761;7j;true;;31/12/1969
28495;0;true;;31/12/1969
14239;8;true;;31/12/1969
10918;4w;true;;01/01/1970
26801;ic6sv;true;;01/01/1970
17811;5;true;;01/01/1970
21571;0bd;true;;01/01/1970
7913;5d01;true;;31/12/1969
27904;3w5b;true;;01/01/1970
31096;88l2x;true;;31/12/1969
10244;7y9d;true;;31/12/1969
23061;vdt;true;;01/01/1970
27705;f8bj;true;;31/12/1969
6742;li513;true;;01/01/1970
26231;w24y3;true;;31/12/1969
8119;8565;true;;01/01/1970
18603;e876v;true;;31/12/1969
6630;1230;true;;31/12/1969
8759;b;true;;31/12/1969
27474;6f6;true;;31/12/1969
28776;l9rb;true;;01/01/1970
22522;3h9s;true;;01/01/1970
23842;k8i6w;true;;31/12/1969
662;m7b3y;true;;01/01/1970
29325;vbx28;true;;31/12/1969
227;85662;true;;31/12/1969
6267;545ol;true;;31/12/1969
28194;98s4;true;;01/01/1970
30099;n;true;;31/12/1969
2573;9;true;;31/12/1969
6971;u68;true;;31/12/1969
26327;y72;true;;01/01/1970
21389;p;true;;01/01/1970
15939;n3ya;true;;31/12/1969
20597;v1;true;;31/12/1969
24883;5c;true;;31/12/1969
16198;yf;true;;01/01/1970
11542;a08x3;true;;31/12/1969
19488;7sbc;true;;01/01/1970
21629;dhs2;true;;01/01/1970
24084;k968l;true;;01/01/1970
25474;eg;true;;01/01/1970
17715;3;true;;01/01/1970
6205;5348g;true;;01/01/1970
14238;b8e;true;;01/01/1970
4926;1;true;;01/01/1970
21273;s1j;true;;01/01/1970
8571;2o;true;;01/01/1970
10436;i1v;true;;31/12/1969
5110;6;true;;31/12/1969
4173;o;true;;31/12/1969
25371;b86u;true;;01/01/1970
30218;7mt5;true;;31/12/1969
29379;4m7;true;;01/01/1970
11297;5s;true;;31/12/1969
32618;437;true;;31/12/1969
5652;26m7s;true;;31/12/1969
23172;4uvc;true;;31/12/1969
25510;nficb;true;;31/12/1969
1071;n9;true;;01/01/1970
923;en0q;true;;01/01/1970
27055;w2e;true;;31/12/1969
12546;7498;true;;31/12/1969
14613;nt;true;;01/01/1970
6988;f;true;;31/12/1969
20422;i;true;;31/12/1969
5690;ue0p;true;;31/12/1969
28404;pd5w;true;;01/01/1970
30068;0;true;;01/01/1970
5794;5i;true;;01/01/1970
2289;m4uw2;true;;01/01/1970
29777;aq;true;;31/12/1969
7546;bf0;true;;01/01/1970
23254;8;true;;01/01/1970
2909;z03;true;;31/12/1969
1084;mx;true;;31/12/1969
15008;zx;true;;31/12/1969
16677;npn9;true;;31/12/1969
24735;9;true;;31/12/1969
29882;zh;true;;31/12/1969
29095;3nj7;true;;31/12/1969
22952;kv83;true;;31/12/1969
30611;0;true;;01/01/1970
21373;6rcn;true;;01/01/1970
15434;3y;true;;31/12/1969
19352;4;true;;01/01/1970
31185;9;true;;01/01/1970
20637;71;true;;31/12/1969
11124;k5;true;;01/01/1970
22401;4;true;;01/01/1970
13437;e;true;;31/12/1969
1367;w04;true;;31/12/1969
24015;qr033;true;;01/01/1970
14193;5mh68;true;;31/12/1969
21913;ot7kz;true;;01/01/1970
21766;qyyzb;true;;01/01/1970
27447;2eo6;true;;31/12/1969
8483;23;true;;01/01/1970
11601;xi;true;;31/12/1969
14688;8tms;true;;01/01/1970
12648;2x;true;;31/12/1969
26739;i7y;true;;01/01/1970
20428;307j;true;;01/01/1970
23512;t4;true;;31/12/1969
24119;k8;true;;01/01/1970
22602;rc2;true;;31/12/1969
28290;7397f;true;;01/01/1970
32225;ulu8g;true;;01/01/1970
10942;3958;true;;31/12/1969
6791;4;true;;31/12/1969
8337;4kb;true;;31/12/1969
28789;n1e4j;true;;31/12/1969
27949;ns12;true;;01/01/1970
16613;4ombu;true;;31/12/1969
29448;z;true;;01/01/1970
31540;lrq;true;;31/12/1969
30702;hjz;true;;31/12/1969
9662;m51;true;;31/12/1969
19669;gfc;true;;31/12/1969
15874;59;true;;01/01/1970
14385;j667;true;;31/12/1969
27271;qr3;true;;31/12/1969
13935;0;true;;31/12/1969
13853;bj;true;;31/12/1969
16102;uxj3;true;;31/12/1969
5430;7d90;true;;01/01/1970
28646;57;true;;01/01/1970
25021;5q5;true;;31/12/1969
11554;q15n0;true;;01/01/1970
21230;b7v;true;;01/01/1970
3298;113;true;;31/12/1969
21056;1;true;;31/12/1969
29195;62;true;;01/01/1970
22704;9x;true;;31/12/1969
4425;9pw4;true;;01/01/1970
18897;lv3r;true;;31/12/1969
25686;x1li;true;;31/12/1969
2892;36;true;;31/12/1969
29605;8g23;true;;31/12/1969
20333;1m;true;;31/12/1969
18494;cb9z;true;;31/12/1969
31229;4k;true;;01/01/1970
20463;19l;true;;31/12/1969
23094;2u;true;;01/01/1970
80;p5;true;;01/01/1970
27123;342;true;;31/12/1969
5869;07065;true;;01/01/1970
10574;0m2z;true;;01/01/1970
7227;bxv;true;;31/12/1969
24940;dg;true;;01/01/1970
7167;967x;true;;01/01/1970
386;6;true;;31/12/1969
20700;16;true;;31/12/1969
5054;nd;true;;31/12/1969
13145;ma;true;;31/12/1969
23292;h;true;;31/12/1969
8934;8u;true;;01/01/1970
30675;j2pmp;true;;31/12/1969
20386;r;true;;01/01/1970
13920;0;true;;01/01/1970
21567;e;true;;01/01/1970
12258;q0;true;;01/01/1970
32543;f33j;true;;01/01/1970
18867;v5;true;;01/01/1970
4979;y1;true;;31/12/1969
23581;a3d7;true;;01/01/1970
22617;4lkq;true;;31/12/1969
11767;309;true;;31/12/1969
19423;u;true;;31/12/1969
16617;r;true;;31/12/1969
1883;4js6;true;;01/01/1970
16073;r438;true;;31/12/1969
11443;e8u1w;true;;31/12/1969
9351;0uk5;true;;01/01/1970
23194;1z0;true;;01/01/1970
26961;05gue;true;;31/12/1969
1428;hxa3;true;;01/01/1970
5793;4s3;true;;01/01/1970
22160;96t72;true;;01/01/1970
22377;hljrr;true;;31/12/1969
22739;k6e9f;true;;01/01/1970
32298;8w17s;true;;01/01/1970
16772;119p;true;;31/12/1969
893;w5tj;true;;01/01/1970
10855;y0;true;;01/01/1970
18818;n3820;true;;31/12/1969
28268;p97jv;true;;31/12/1969
28538;n5td;true;;31/12/1969
23156;541pv;true;;01/01/1970
31768;990j;true;;31/12/1969
9333;c3;true;;01/01/1970
28489;2t4;true;;31/12/1969
3539;z;true;;31/12/1969
11818;hrau;true;;31/12/1969
29011;hmuq;true;;31/12/1969
6390;v;true;;01/01/1970
8876;23;true;;01/01/1970
23560;fz8;true;;31/12/1969
518;g30x;true;;31/12/1969
10743;5d4o3;true;;31/12/1969
8711;d4;true;;01/01/1970
4174;v;true;;01/01/1970
14500;hk29;true;;01/01/1970
1615;z;true;;01/01/1970
5485;8;true;;31/12/1969
16938;sc170;true;;01/01/1970
16517;1mo;true;;01/01/1970
150;ew07;true;;31/12/1969
8247;179q;true;;31/12/1969
28842;4;true;;31/12/1969
28857;p62qb;true;;31/12/1969
594;csr6c;true;;01/01/1970
557;5t;true;;31/12/1969
9158;ab;true;;31/12/1969
28601;439wi;true;;31/12/1969
18010;9zj;true;;31/12/1969
8414;13;true;;31/12/1969
24654;b;true;;01/01/1970
23199;8w;true;;31/12/1969
21921;9e35j;true;;31/12/1969
32639;7q;true;;01/01/1970
4301;a8qto;true;;31/12/1969
28497;50s;true;;31/12/1969
8006;0849h;true;;31/12/1969
2550;8xwk3;true;;31/12/1969
28071;u4046;true;;31/12/1969
11572;z5o;true;;31/12/1969
25802;x0;true;;31/12/1969
27571;7ggx;true;;31/12/1969
12968;boch8;true;;01/01/1970
25648;6w;true;;31/12/1969
10660;7fz9;true;;31/12/1969
14228;sn;true;;01/01/1970
4702;yc8;true;;31/12/1969
4172;5;true;;01/01/1970
29194;1hw8z;true;;01/01/1970
21515;6o;true;;01/01/1970
14777;8670;true;;01/01/1970
19460;24us;true;;01/01/1970
13620;gkk84;true;;01/01/1970
19693;w1gi;true;;01/01/1970
2112;hhtb7;true;;31/12/1969
29866;62x7;true;;31/12/1969
21141;li6mw;true;;01/01/1970
30755;7;true;;31/12/1969
31925;y;true;;31/12/1969
28350;sr;true;;01/01/1970
21259;n13qb;true;;31/12/1969
11132;d;true;;31/12/1969
7289;tt;true;;01/01/1970
11173;1;true;;31/12/1969
20530;west;true;;01/01/1970
21089;a;true;;01/01/1970
17267;9x;true;;31/12/1969
15312;qmrh;true;;01/01/1970
16074;j;true;;31/12/1969
25436;l1;true;;31/12/1969
24486;540q4;true;;01/01/1970
20326;0;true;;01/01/1970
12009;y943o;true;;01/01/1970
25534;4w5i;true;;31/12/1969
13969;7md;true;;01/01/1970
14201;26g3;true;;31/12/1969
7745;1;true;;01/01/1970
16513;9j;true;;01/01/1970
3156;k3dn;true;;01/01/1970
30383;4z3;true;;01/01/1970
9032;90v7;true;;31/12/1969
31205;p8e;true;;31/12/1969
29864;73;true;;31/12/1969
22505;3p0;true;;01/01/1970
5319;6w;true;;01/01/1970
31937;l697g;true;;31/12/1969
24124;hae;true;;31/12/1969
22049;45j;true;;31/12/1969
10412;3;true;;31/12/1969
24825;j;true;;31/12/1969
27455;c1f4;true;;31/12/1969
20073;uf;true;;01/01/1970
7354;6fv;true;;01/01/1970
