1963;1004;872;2416;19/09/1983
5795;1004;8184;2294;03/04/1998
36097;1004;505;9195;01/05/1979
92633;1004;4594;1176;30/03/1988
41274;1004;1723;1516;16/04/2007
80567;1005;4121;4563;29/06/1993
79318;1005;8288;3340;28/11/1980
28881;1005;7858;342;12/11/2014
56837;1005;2410;7424;05/09/1986
64211;1005;4108;5221;06/06/1991
97950;1005;2822;6792;04/11/1979
285;1005;8937;9014;13/04/1995
49317;1005;9775;6545;21/04/1972
71219;1005;4989;1582;14/12/1988
88210;1005;8185;4017;07/03/1996
5647;1005;6958;4158;02/03/1975
6300;1005;7877;8192;13/01/1973
96052;1005;5905;4138;11/06/1979
42659;1006;7434;983;07/07/1972
18596;1006;2758;9088;20/08/1995
78941;1006;2839;2478;03/02/2006
10716;1006;8625;5831;19/10/1982
15741;1006;6004;9203;17/07/1989
38509;1006;8694;8599;05/04/1981
26309;1006;278;8543;07/10/1979
10037;1007;9115;5182;28/03/1981
78851;1007;3576;2881;04/09/1976
22041;1007;839;6524;11/10/2002
3985;1007;9407;7214;20/11/1990
45453;1007;3440;6802;13/01/1970
58079;1007;8707;3909;07/05/1970
27524;1007;8545;8943;04/01/2015
90089;1007;970;8387;18/05/1986
88208;1007;4411;9147;03/10/1998
15594;1008;4826;3581;25/07/1976
70552;1008;2701;6376;25/03/1997
46661;1008;9993;1989;04/06/1999
46365;1008;3941;1090;05/07/1975
77033;1008;2618;9192;19/01/1971
90226;1008;4549;3063;09/02/2004
30791;1008;2396;8534;05/08/1988
1419;1009;1517;1737;02/02/1980
32066;1009;9122;7035;01/10/1974
14927;1009;2946;5396;29/04/1982
8677;1009;8462;4585;18/10/1981
45066;1009;3615;8408;21/07/1971
16950;1009;7342;3064;25/06/2001
23728;1009;6969;6970;29/04/1982
57676;1009;680;3567;24/10/2006
18829;1009;2677;9667;16/01/1975
33267;101;7610;7218;25/12/1988
21346;101;2329;7147;07/03/1987
86071;101;8837;9875;28/01/1976
77394;101;1502;6888;05/10/1988
44824;101;6392;9253;25/04/1986
59116;101;1434;3553;22/04/1984
83125;101;9525;2773;15/10/1984
21488;101;5586;4318;01/05/1984
48006;101;7936;7287;20/05/2014
13555;101;455;8754;28/09/1993
36231;101;125;92;20/07/1981
65766;101;7910;3655;12/03/1986
52040;101;9379;8481;27/06/1991
47599;1010;8164;9209;05/11/1978
21629;1010;914;6765;28/03/1987
29436;1010;4449;3894;08/09/1997
99984;1010;5873;9212;26/07/2001
77609;1010;4540;4136;12/09/1976
40689;1010;3865;1107;25/05/1975
13555;1010;4314;5575;12/02/1976
57239;1010;4811;2376;17/12/1982
30395;1010;7687;1616;09/11/2000
79057;1010;2646;833;22/12/1973
93850;1010;6788;9019;24/07/1978
27678;1010;2066;9581;19/04/2006
71248;1011;3939;1694;04/10/2007
50610;1011;1087;3633;08/08/1986
34535;1011;2091;3128;23/06/1977
984;1012;969;3628;09/12/2012
23135;1012;1534;9662;18/07/2003
42768;1012;4663;7345;24/07/2014
12407;1012;4429;2014;10/12/1976
94222;1012;8738;3026;15/09/1979
45378;1012;773;4793;19/05/1972
69706;1012;6136;1265;29/11/2002
17759;1012;6301;3403;09/08/1979
61334;1012;3054;6670;13/06/2005
14895;1013;38;9380;08/04/1981
59018;1013;7329;9701;24/11/1989
5820;1013;4214;4820;20/05/1991
28518;1013;4548;2020;12/04/1998
12165;1013;6274;6717;26/08/1996
70776;1013;8272;142;22/02/2011
47245;1013;9326;7023;22/01/1974
54314;1014;9284;8620;03/10/2014
23642;1014;437;8083;22/05/1982
39059;1014;8525;542;29/10/2002
54496;1014;4308;6939;14/04/1976
40569;1014;8592;2542;18/07/1996
16359;1014;381;3757;02/06/1972
43398;1014;9519;2009;20/08/2001
99328;1014;6847;4787;05/01/2006
23001;1014;6174;2105;08/11/1985
90529;1014;1940;3637;09/12/1976
45902;1015;8481;6919;05/05/1986
329;1015;6356;8091;28/09/2005
28638;1015;8114;6666;29/09/1998
42713;1015;2861;7938;01/05/1972
83051;1015;8345;5374;13/04/2000
89276;1015;2283;4043;04/11/1980
81122;1015;3790;7230;31/01/1985
63013;1015;3065;3064;17/01/1983
27841;1015;7934;6377;21/10/1995
20410;1015;6631;7391;23/09/1988
22325;1016;2028;6049;31/10/1982
39964;1016;4401;4727;01/07/1998
31102;1016;3305;588;07/09/1981
15625;1016;6925;3657;29/01/2002
66999;1016;1387;3862;22/02/1977
92079;1016;1450;19;03/02/1988
31283;1016;5368;7368;22/12/2003
58494;1017;5417;2879;08/01/1983
34380;1017;2260;2791;08/02/1981
71355;1017;6787;1819;31/12/2011
39096;1017;9764;9987;08/03/1972
83082;1017;7453;312;12/02/1986
47636;1017;2259;5212;07/01/1981
22481;1017;3120;9447;07/01/2006
88319;1017;1707;3480;10/08/1975
79611;1017;4150;7429;02/01/1971
94336;1017;8569;2645;30/04/2002
77546;1017;9550;2885;06/08/1997
34202;1017;128;8255;28/09/1975
69694;1017;1195;3834;26/02/2008
77669;1017;1555;9140;16/09/1993
81615;1017;4529;2267;08/09/2007
13;1018;4287;9381;13/09/1994
15457;1018;6288;8384;27/11/1987
73147;1018;1661;5071;07/08/1986
66420;1018;5880;3618;04/11/1973
25075;1018;1283;5610;03/09/1984
43481;1018;6747;3970;28/02/1979
13377;1018;2269;9708;05/02/2000
73900;1018;1088;3401;27/06/1975
14338;1018;2873;9821;13/07/1987
25271;1018;3116;9747;30/07/1992
95618;1018;8173;432;09/09/1997
5687;1018;3585;7703;28/11/2006
61295;1019;3788;3155;26/08/1985
89487;1019;5663;5723;30/10/2011
47465;1019;4270;5999;12/06/1973
56568;1019;9627;2360;22/08/1971
85894;1019;5674;5439;12/07/2001
69781;1019;4197;6648;15/11/1970
49130;1019;8052;678;06/02/1993
7076;1019;8520;6404;04/01/1987
65667;1019;1701;7540;29/09/2009
88040;1019;8977;518;20/04/1975
197;102;197;2206;06/02/1976
85884;102;2567;8790;28/02/1981
68529;102;3141;5284;18/08/2009
68304;102;7495;6467;27/10/1999
85942;102;2312;2493;23/06/1983
34747;102;2619;5958;07/04/2009
54099;1020;8538;5828;23/10/1986
98620;1020;5780;4106;24/12/1978
95275;1020;7631;16;22/04/1988
15112;1020;4110;161;08/04/2007
47678;1020;1284;6524;01/10/1992
42502;1020;1146;4577;10/07/2006
75412;1020;4850;4118;08/08/1984
44013;1020;7082;9666;06/09/2016
73401;1020;3505;3238;30/01/2008
73213;1020;1368;4804;25/02/1976
74824;1020;4936;5405;03/02/1974
85755;1020;203;1783;12/10/1988
77794;1021;8198;928;03/05/1988
73776;1021;2897;7454;13/10/2016
67436;1021;5388;8245;31/12/2015
72200;1021;445;8314;19/10/1987
92235;1021;2198;5035;16/08/2005
18270;1021;7800;4071;30/12/1976
29586;1022;5925;4216;25/08/1973
60732;1022;4250;5091;26/02/1970
36454;1022;4545;1287;01/06/2011
62993;1022;237;2293;01/12/1980
7846;1022;5644;5497;12/03/1995
96988;1022;4549;7089;06/09/1975
55824;1022;3846;1503;06/05/2001
3648;1022;424;9946;12/06/1987
5313;1022;8817;2585;06/10/1990
8095;1022;1058;2865;01/06/1974
3055;1022;8082;6620;20/01/1996
47742;1022;3119;6046;17/05/1980
96479;1023;8618;2473;08/04/1974
63701;1023;3332;5256;03/09/1998
55632;1023;7030;2027;04/06/1977
41072;1023;2420;3011;22/02/2007
82975;1023;4615;8116;22/09/1979
26656;1023;9025;1665;15/03/1995
18040;1023;566;6079;18/01/1977
18580;1023;6771;6447;04/08/1983
30633;1023;1975;6019;15/09/1973
18811;1023;2044;100;26/07/1989
48338;1023;5347;4341;22/04/1994
48162;1023;8689;6414;19/07/1991
36717;1023;7207;5481;26/05/1988
40307;1023;3838;9426;30/07/1991
81324;1023;4950;3608;02/07/1981
30457;1024;3002;1480;09/07/1993
51340;1024;9938;6389;18/02/1977
21627;1024;6323;5202;06/02/1990
40161;1024;8838;8122;21/06/2014
46951;1024;9007;6420;26/11/1977
62540;1024;1699;63;30/09/1974
5111;1025;6055;4213;17/08/1978
57090;1025;6497;3886;11/10/1999
42401;1025;9838;882;31/03/1982
67349;1025;1062;6773;31/08/1990
94263;1025;3732;4140;08/09/1978
13298;1025;5868;1717;09/02/1995
62164;1025;5966;9679;14/02/1993
71657;1025;3199;2710;27/11/2003
76256;1025;5464;6109;13/11/1981
44266;1025;3705;4987;31/12/1999
72056;1025;4465;319;11/09/1988
57936;1025;6400;8382;11/08/1995
73117;1025;2866;5430;01/02/1995
61843;1025;5192;3692;30/08/1977
28516;1025;5052;4787;15/09/1986
54392;1025;4438;5116;21/04/1990
79135;1026;9265;7044;01/11/1981
84558;1026;3603;972;29/04/1991
9341;1026;5109;3003;16/12/1983
9353;1026;5531;3537;31/08/1983
87907;1026;3665;7552;29/09/1970
46561;1026;991;9095;19/06/1987
30072;1026;2739;1125;19/12/1999
44824;1026;9516;694;07/05/1993
5982;1026;7073;9098;14/08/2000
57643;1026;7168;9127;28/09/1977
81756;1026;9285;8584;04/06/1981
10157;1027;7902;3079;18/04/1984
45848;1027;292;1986;20/08/1974
66058;1027;5462;2146;11/11/1984
90226;1027;5813;7032;13/04/1978
21010;1027;7886;4310;16/07/1984
46353;1027;1495;710;04/01/2013
33064;1027;3877;5534;16/08/2009
58041;1027;4055;1914;06/04/1971
58303;1027;9401;1838;17/04/1974
18372;1027;5813;3265;17/08/1976
60186;1028;3777;5929;08/01/2010
11193;1028;6720;5709;27/06/1989
45229;1028;94;638;23/01/1986
10506;1028;1382;9599;12/12/1994
39644;1028;5810;4889;27/03/1972
13590;1028;9911;2715;04/11/1985
59031;1028;7443;3350;09/05/1988
2829;1028;2744;4577;22/08/1983
46830;1028;9291;1956;18/08/1982
84573;1028;1940;4088;22/01/1989
53833;1029;6684;9952;28/01/1975
91105;1029;3272;9191;17/04/1985
28017;1029;4767;4823;23/01/2017
58720;1029;1795;5316;07/01/1971
52217;1029;8399;2225;02/11/1977
38946;1029;6630;4792;22/11/1983
70555;1029;1223;5422;05/08/1985
74465;1029;1771;569;18/02/1970
58518;1029;6413;8293;30/08/2009
14635;1029;5356;7091;15/09/2008
37525;1029;2665;5752;28/07/1973
94277;1029;5180;2800;05/10/1991
78263;1029;8970;2614;08/11/1970
38149;1029;9224;4806;31/03/1984
33380;1029;1216;8041;29/10/1980
67633;103;7778;9410;08/06/1975
53674;103;9429;7575;15/08/2005
48412;103;1000;1128;23/06/1978
80896;103;1170;843;11/11/1989
65601;103;3346;1179;29/11/1976
65556;103;1448;5618;03/03/1975
84846;103;2767;8298;27/06/1980
61839;103;9872;710;11/05/1976
81064;103;3682;2631;26/02/1998
63629;1030;1278;9106;27/07/1978
68562;1030;1447;2235;07/01/1988
63420;1030;791;5341;09/11/1999
46846;1030;3413;2572;28/06/1978
95145;1030;6721;8897;31/08/1989
67542;1030;9708;9165;30/03/1996
78272;1030;5472;9392;13/01/1972
45224;1030;2748;1137;07/06/1986
98585;1030;8724;205;18/05/1973
19199;1030;9034;9529;15/08/2007
48009;1030;9868;4085;21/11/1978
88154;1030;3830;7739;12/11/2012
88281;1031;5226;1696;08/04/1983
57536;1031;6923;4249;21/04/2006
56244;1031;4691;3053;14/06/2011
74826;1031;8796;6940;31/07/2013
82280;1031;2725;7410;22/02/2003
84925;1031;2279;5403;27/08/1987
20629;1031;9371;3495;11/07/1979
85655;1031;9942;186;06/03/2004
65991;1031;261;7252;03/10/1984
68712;1031;6407;4907;25/09/1987
2449;1031;5070;329;25/08/1981
66343;1031;2884;2163;13/12/1994
34029;1031;227;7752;07/03/2013
60631;1031;4889;1185;20/12/1988
92802;1032;3900;1545;02/11/1988
94338;1032;8243;8852;09/12/1981
50504;1032;6214;5954;11/03/2003
76738;1032;8528;3751;19/02/1990
41719;1032;2424;5762;26/11/1975
76098;1032;1730;8417;12/08/1985
73826;1033;7482;1773;20/09/2003
26279;1033;1437;3666;07/11/1978
25465;1033;2139;7788;27/12/1989
65464;1033;114;3969;10/12/1989
41743;1033;9907;7300;02/08/1990
82285;1033;9215;3938;11/03/1988
93250;1033;6873;7352;25/09/1987
75655;1033;2900;6665;25/04/1990
79130;1034;1525;5531;10/06/2016
7103;1034;6783;5838;03/09/2007
40960;1034;57;2219;26/08/2015
89655;1034;1318;5084;02/02/2007
7666;1034;3003;4658;15/04/2011
7137;1034;3288;2381;09/05/1978
89619;1034;5446;7976;28/01/1986
20754;1034;8317;6582;14/01/1987
97187;1034;4564;8270;08/10/1992
42340;1034;1130;4528;25/08/1989
5119;1035;5954;2995;24/03/1973
48550;1035;8531;3199;25/09/2012
11496;1035;6606;7466;23/10/1995
88078;1035;6794;3022;01/11/1980
47885;1035;7844;9607;30/09/1985
62403;1035;8669;8866;01/01/1973
94075;1035;5466;2609;27/03/1978
20659;1035;6713;70;06/07/2010
80008;1035;3421;1673;29/05/1997
60436;1035;5456;7708;01/02/1991
2146;1036;6759;1546;19/07/1982
57901;1036;3070;366;30/08/1986
5412;1036;5823;7163;19/02/2010
19257;1036;97;5915;21/11/1971
95272;1036;6078;7751;07/03/2001
46185;1036;6690;1795;21/05/1978
66942;1036;3032;9836;02/09/1994
25398;1036;157;3832;20/10/1979
73650;1037;3064;6494;05/12/2001
40792;1037;3133;9610;27/09/1986
44916;1037;4778;2785;04/03/1985
96339;1037;4904;7085;30/01/1988
80590;1038;417;5357;15/09/2016
41304;1038;7230;6701;23/05/1996
3396;1038;373;3377;03/01/1996
58809;1038;925;6785;20/07/1976
18792;1038;7026;2608;08/06/1981
4252;1038;5546;5940;07/11/1984
71891;1038;233;9353;26/03/1975
92792;1038;6990;7423;26/05/1988
48413;1038;5732;210;11/02/1985
52545;1038;9245;8264;18/09/2015
87495;1038;2443;6234;15/01/1976
24381;1038;5639;6165;11/10/1991
82483;1038;3167;6829;29/01/1997
20012;1038;8492;1294;03/07/1985
31969;1038;3470;4101;15/06/2016
38692;1038;3312;5297;26/02/1976
76745;1038;1111;8137;12/03/1980
14049;1039;3077;4340;02/05/1990
65860;1039;152;5319;27/08/1991
46180;1039;394;8645;15/12/2003
40812;1039;9622;3849;19/11/1989
85854;1039;3995;5293;31/10/1984
38573;1039;4627;7766;11/12/1973
79267;1039;4516;6497;06/02/1976
5996;1039;7230;1733;10/08/1972
70807;1039;7802;8809;04/12/2004
88773;1039;8725;5793;11/01/1990
21549;1039;6990;2201;27/03/1983
21493;104;9218;9147;29/10/2007
84473;104;7241;4787;13/11/2012
41066;104;8626;7630;12/09/2014
67302;104;9358;3537;22/04/1987
31786;104;7447;4837;24/04/1998
96580;104;4648;1145;28/03/1984
80700;104;6362;21;13/10/1987
12882;104;4301;2327;27/04/1977
12167;104;4955;6248;29/12/1987
66661;1040;2328;5625;07/10/1977
37810;1040;6947;895;02/01/1991
19313;1040;927;3866;12/07/2003
96883;1040;8594;6655;15/04/1989
58392;1040;4444;6541;24/04/1985
4499;1041;3603;3018;29/11/1988
76587;1041;5895;7284;14/05/2009
1297;1041;4856;106;22/09/1988
92020;1041;6348;6241;29/10/1999
19519;1041;1021;4809;07/04/1989
75794;1041;3626;700;07/10/2015
10310;1041;3009;2270;30/03/1970
83954;1042;2722;2858;20/08/2000
50861;1042;1982;3971;13/01/1984
63525;1042;5949;2106;03/11/1983
12720;1042;7703;816;15/11/2005
81454;1042;8288;6439;05/12/2013
49817;1042;7742;9165;18/01/1976
67663;1042;5180;9725;20/02/1996
93195;1042;9953;916;04/12/2013
96010;1042;5475;9183;05/10/2004
16764;1042;1041;7204;20/12/1982
54857;1043;1434;9212;09/10/1990
201;1043;7908;382;02/05/1982
59941;1043;1519;7769;28/03/1977
44955;1043;1039;1362;26/12/1985
34696;1043;7767;4185;30/10/1979
59098;1043;7632;2665;18/10/1974
84057;1043;5;9343;03/05/1980
56299;1044;5518;6351;22/08/1992
63809;1044;6918;3405;07/05/1984
42605;1044;5307;1514;02/07/1971
4688;1044;1940;2062;30/06/1975
6017;1044;5470;3344;10/11/1991
58953;1044;1619;7808;21/11/1982
76053;1044;1433;4194;13/11/1981
69417;1044;9943;8442;03/04/1986
26912;1044;9990;1780;06/08/1982
14801;1045;7144;6302;06/01/1987
39527;1045;8437;9798;07/02/1993
21088;1045;5770;4903;24/03/1997
76734;1045;3014;4961;04/12/1999
75313;1045;1875;5700;21/11/2007
62091;1045;1177;1161;28/04/1978
20766;1045;5495;7067;26/12/1983
67962;1045;1707;6207;04/02/1980
36702;1045;5304;8208;25/03/1970
51933;1045;3562;5159;17/01/2009
56813;1045;5045;5606;15/10/1975
67887;1045;6498;9320;27/01/2013
76277;1046;8749;9152;08/06/2017
70132;1046;2353;4574;27/05/2015
2368;1046;6042;1843;03/01/1998
64351;1046;6759;3268;23/12/2006
35651;1046;7665;9006;27/01/1981
21800;1046;4335;394;21/02/2000
78135;1046;6348;7701;09/07/2001
4380;1046;1529;4085;12/06/1985
23529;1046;5897;1837;18/05/1987
39223;1046;2648;6695;03/11/1989
57285;1046;9618;8039;07/12/1982
18347;1047;4349;188;13/03/1986
21097;1047;7800;371;12/06/1978
36033;1047;9525;6724;09/01/2003
40663;1047;7749;4628;05/12/1983
49886;1047;114;5097;24/04/2003
49619;1047;3397;306;28/05/2005
77891;1047;7328;8317;20/03/2001
69202;1047;1952;8492;10/02/1985
60400;1048;5167;8273;05/12/2006
56463;1048;505;2013;16/09/1971
96773;1048;3812;3354;11/04/1982
62863;1048;6421;5307;30/04/1999
43510;1048;4031;5674;05/04/1970
41488;1048;635;5944;13/09/1973
52931;1048;1961;2591;19/07/1989
61394;1048;2386;3753;24/12/1981
11246;1048;7167;9417;15/04/1984
26068;1049;3433;1400;25/09/2010
63282;1049;3592;3307;22/12/2014
82887;1049;158;7980;04/12/1976
9058;1049;5906;9331;10/08/1973
25514;1049;6544;9901;27/01/1979
841;1049;9718;360;13/05/1975
72521;1049;2853;2227;02/10/2007
46869;1049;5793;9996;14/03/2009
86429;1049;6961;2452;17/08/1981
93827;105;8039;7294;24/05/1986
13934;105;9549;7371;31/12/1971
6172;105;4744;4587;22/04/2010
19338;105;7380;3153;13/04/1980
42800;105;7862;2370;27/02/2011
67328;105;1155;3152;01/05/1983
35384;105;4469;6506;29/12/1993
37981;105;8759;7865;15/11/1986
38981;105;3945;6752;11/01/1975
65232;105;6441;8740;21/06/1981
95815;105;6001;624;04/11/1998
15998;1050;31;9185;24/06/2015
84867;1050;2598;2495;06/09/1992
28572;1050;1988;7362;07/04/1991
19950;1050;661;8080;20/11/1975
12221;1050;1756;3802;10/04/1979
59672;1050;7230;7866;08/02/2003
28075;1050;1292;3064;19/07/2006
28414;1050;7506;2984;23/09/1979
1590;1050;981;8578;05/03/1991
58276;1050;3041;255;18/03/2014
54225;1050;6782;1690;17/04/1982
83389;1050;1202;4149;21/10/1988
80710;1050;6598;1606;31/10/1991
69812;1051;4526;8292;08/11/1996
1102;1051;5995;177;02/01/1970
68348;1051;9701;829;16/04/2012
46021;1051;8088;883;19/09/1988
84009;1051;6328;1969;26/03/1980
11074;1051;2564;511;19/06/2005
66561;1051;2741;9519;21/02/2001
63833;1051;9510;2118;13/05/1977
28803;1051;2328;5758;07/06/2013
97439;1051;5183;4940;07/12/1983
30958;1051;4435;2352;29/03/1980
22255;1051;6502;8725;31/07/2015
82934;1051;1327;9610;05/11/1997
87822;1051;4363;7284;13/04/1970
10442;1052;45;6572;07/12/1985
16683;1052;1031;6731;05/05/2003
14648;1052;6582;8459;31/01/1989
71976;1052;9152;7818;23/10/2007
39796;1052;6860;2881;03/07/2015
81891;1052;7912;470;05/02/1972
88291;1052;5902;762;26/03/1979
20506;1052;283;6678;02/04/1987
6293;1053;7311;7459;01/04/1975
96242;1053;2889;3501;18/08/1986
9078;1053;8736;1068;06/11/1991
99485;1053;706;4651;10/12/1973
83609;1053;4660;7513;21/07/1976
75222;1053;8691;8744;21/12/2010
95959;1053;9445;9714;10/07/1976
29557;1053;1157;6065;04/04/1983
25171;1053;7029;1213;30/11/1985
25802;1053;72;7971;07/02/1977
50951;1053;174;9236;28/07/1979
79859;1053;3668;427;23/03/1993
92739;1054;4873;8497;28/04/1996
29757;1054;6455;6295;20/02/1989
17739;1054;6134;9823;18/03/1975
60711;1054;1859;2756;03/04/1972
95366;1054;403;3270;16/07/1983
45821;1054;6620;480;03/01/1977
47332;1055;166;1068;28/09/2000
67478;1055;4503;9489;06/04/2014
92096;1055;2874;9524;23/06/2015
95994;1055;1006;4603;15/01/1977
27589;1055;6972;2071;19/12/1995
35582;1055;6380;2113;10/05/1972
75632;1055;8773;2163;10/08/1977
9090;1055;8927;1485;23/07/1973
34946;1055;5600;598;06/09/1986
71965;1055;100;1762;10/08/1972
10110;1055;7889;4731;03/06/2015
69692;1056;8240;2950;25/11/1992
48998;1056;1620;9845;09/12/1980
18258;1056;5965;6124;20/04/1974
67957;1056;8023;8775;17/03/1986
17531;1056;7971;3365;24/12/1977
20872;1056;181;2207;31/03/1990
31212;1056;6733;8547;21/02/1995
43922;1056;1915;5920;23/01/1988
21982;1057;1963;4718;01/02/1982
99958;1057;6513;8234;02/02/1971
24403;1057;6382;8068;17/04/2015
25349;1057;697;8307;21/09/1998
39794;1057;2767;3544;12/10/1994
81471;1057;7783;4620;17/07/1988
39761;1057;9604;1142;26/03/1982
56243;1057;8731;4453;07/11/2002
46534;1057;7079;5120;19/06/1983
63381;1057;8115;7578;20/02/1998
47985;1057;7271;2750;29/12/1987
66143;1058;8287;2702;03/02/1975
92852;1058;6708;2738;23/08/1985
75709;1058;2084;265;25/06/1991
24056;1058;963;7892;05/03/1975
24177;1058;6619;4545;28/04/1976
48979;1058;2873;4437;21/03/1995
89142;1058;6416;9515;13/12/2000
49806;1058;8268;3076;10/03/1974
41827;1059;9334;2925;05/08/1998
73134;1059;611;9227;04/05/2008
57261;1059;9810;3477;08/10/2011
20208;1059;4506;3242;13/01/1999
5924;1059;5415;9166;23/02/1974
18124;1059;7798;7906;07/08/2007
45909;1059;5141;3365;09/03/1996
58807;1059;7109;3011;03/01/1986
98728;106;2100;1153;16/05/1981
4839;106;2456;2899;31/08/1991
88460;106;5368;7499;03/12/1974
38495;106;7014;3343;20/07/1995
47376;106;5906;6453;29/09/1999
77114;106;4143;7484;28/04/1990
32040;106;2854;3407;13/05/1984
28078;106;1578;8855;26/02/2005
6380;106;6041;6479;10/08/1974
38006;1060;9502;2573;06/05/1971
26925;1060;7386;3185;21/09/1976
79455;1060;3738;7935;04/03/2015
97414;1060;2563;7218;08/07/1992
13434;1060;9247;5027;18/08/1991
63447;1060;4482;4730;03/05/1976
96183;1060;8985;5057;18/07/2000
74828;1060;5967;6140;09/02/1977
26075;1060;763;8722;09/08/1984
85846;1060;9491;2353;31/08/1985
39091;1060;5354;5271;08/07/1987
39136;1060;2458;9309;17/09/2012
57659;1060;5956;9198;29/03/1985
14053;1061;5532;4683;10/08/1984
17688;1061;3297;6823;22/04/1976
80829;1061;8535;8931;22/04/1996
25574;1061;945;9918;30/11/1973
73845;1061;9947;1119;25/07/1974
10716;1061;122;768;27/04/1976
75586;1061;6813;7934;14/06/1971
78937;1061;8989;4879;30/08/2004
26551;1061;7349;6155;04/08/1985
31560;1062;2583;7047;07/07/1987
81561;1062;989;9830;04/03/1980
24395;1062;2650;7321;03/04/1997
21001;1062;5336;7383;22/11/1983
69274;1062;5764;2262;07/12/2009
3074;1062;4141;6243;03/12/1971
90880;1062;9155;101;14/04/1989
86150;1062;570;9386;17/06/2004
78608;1062;6272;8718;25/05/1977
49549;1063;5132;1458;22/12/1977
92291;1063;6703;3431;10/08/1999
46657;1063;493;1767;18/12/1980
34035;1063;2588;971;11/10/1983
10099;1063;352;6918;23/05/1989
64419;1063;4723;6251;12/10/1989
97007;1063;6063;1798;22/10/1984
64892;1064;4321;8181;23/03/1995
91685;1064;5127;8384;16/03/1989
1930;1064;5593;9238;02/11/1995
57666;1064;8426;6341;19/10/1977
21566;1064;2582;2791;30/12/1999
91499;1064;829;1788;10/11/1976
5708;1064;8707;1291;09/08/1971
79062;1064;2496;6602;25/12/1975
81475;1065;6993;4541;07/07/1996
31949;1065;481;4800;23/10/1992
60198;1065;7042;3926;18/07/2013
15162;1065;7570;7807;01/09/2004
36036;1065;3710;931;09/09/2009
92647;1065;4817;9541;07/07/1974
75411;1065;7997;4004;15/04/2004
13768;1065;9639;6749;03/04/2009
86035;1065;1037;3953;26/11/1981
68646;1065;3577;2035;06/10/1988
98520;1065;4387;8526;07/02/1984
72743;1065;6674;7093;13/02/1985
91797;1065;1315;5228;06/02/2000
13829;1065;9061;7853;08/02/1980
49555;1066;9433;8340;18/09/2010
20554;1066;9511;5682;31/08/2005
83864;1066;3624;1311;21/10/1987
56077;1066;3781;1262;12/07/1978
7321;1066;8335;6281;28/09/2000
